FID,FID_Alabam,MatchType,NumMatch,PrecinctNu,Precinct,Address,City,Zip,County,State,FLD_ZONE,ZONE_SUBTY,x,y
420,552,ExactMatch,Exact,602,Idaho Fire Department 602,3586 Idaho Rd,Ashland,36251,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9296883720176,33.3164000945152
421,1037,ExactMatch,Exact, ,Munford Old High School Gym,61 Mitchell St,Munford,36268,Talladega,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9518451597982,33.5307267792273
422,1019,ExactMatch,Exact, ,Lincoln Old High School Gym,181 Magnolia St,Lincoln,35096,Talladega,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1185046913755,33.6066709189749
423,1003,ExactMatch,Exact,19,RIVERSIDE TOWN HALL,379 DEPOT STREET,RIVERSIDE,35135,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2048355659968,33.6077526159099
424,453,ExactMatch,Exact,14-01,Boiling Springs Baptist Church,6510 Boiling Springs Road,Ohatchee,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0417093765858,33.7361847992602
425,994,ExactMatch,Exact,8,RAGLAND TOWN HALL,220 FREDIA STREET,RAGLAND,35131,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1637036116327,33.741701945743
426,995,KnownAlternateName,Exact,9,WATTSVILLE VFD,990 HIGHWAY 144,RAGLAND,35131,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1531047086819,33.742906366404
427,988,ExactMatch,Exact,2,SHOAL CREEK COMM CTR,9266 SHOAL CREEK RD,ASHVILLE,35953,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1291474653584,33.8063282706832
428,996,ExactMatch,Approx,10,POPLAR SPRINGS CHURCH,2732 GREENSPORT RD,ASHVILLE,35953,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2141047300266,33.8150063792332
429,987,ExactMatch,Exact,1,ASHVILLE CITY HALL,211 8TH STREET,ASHVILLE,35953,St Clair,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2524234619395,33.8331895715754
430,1020,ExactMatch,Exact, ,Antioch Baptist Church,2650 McINtosh Road,Oxford,36203,Talladega,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8434340304417,33.5594489794202
431,441,ExactMatch,Exact,4-Apr,Betta View Hills Church of Christ,2140 U.S. Highway 78 W.,Oxford,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8810230329825,33.5931288751371
432,460,ExactMatch,Exact,15-10,Oxford Public Library,110 East 6th Street,Oxford,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8359318810269,33.6098609003925
433,452,ExactMatch,Exact,13-01,Oxford Civic Center,401 McCullars Lane,Oxford,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8185054460903,33.6105178411923
434,440,ExactMatch,Exact,1-Apr,Eulaton United Methodist Church,401 Westover Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9124937247879,33.6453063549911
435,454,ExactMatch,Exact,15-02,Mental Health Center,331 East 8th Street,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.823174329819,33.6547063603765
436,455,ExactMatch,Exact,15-03,Carver Center,720 West 14th Street,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.838769734677,33.6622063613718
437,456,ExactMatch,Exact,15-05,Thankful Baptist Church,2610 West 14th Street,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8633358717025,33.662506360501
438,457,ExactMatch,Exact,15-07,Anniston Meeting Center,1615 Noble Street,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8296046122294,33.6652920723734
439,458,ExactMatch,Exact,15-08,Wiggins Community Center,2201 West 17th Street,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8590018906828,33.6664882015086
440,459,ExactMatch,Exact,15-09,God's Covenant Ministry,1000 Parkwood Drive,Anniston,0,Calhoun,Alabama,AE,FLOODWAY,-85.8431046168499,33.6794063648473
441,464,ExactMatch,Approx,19-01,Saks High School,4401 Saks Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8384046168982,33.7049063704209
442,465,ExactMatch,Exact,19-02,Civil Defense Building,4510 Bynum Leatherwood Rd,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8715674266951,33.7110179604491
443,442,ExactMatch,Exact,1-May,First Methodist Church,101 Anniston Street,Weaver,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8161046125589,33.742006379116
444,462,ExactMatch,Exact,17-01,Ohatchee First Baptist Church,2090 Spring Road,Ohatchee,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0082329297452,33.7853063809041
445,443,ExactMatch,Exact,2-May,Angel Fire Department,55 Angel Station Road,Jacksonville,0,Calhoun,Alabama,A, ,-85.8389975742991,33.8368331282646
446,824,ExactMatch,Exact,"Beat 2, Box 1",Covington Park Comm Center,213 Carver Ave,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3752480489502,32.6360965885381
447,827,ExactMatch,Exact,"Beat 2, Box 4",EAMC Education Center,2027 Pepperell Pkwy,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4051568175827,32.6380442578926
448,842,ExactMatch,Exact,Absentee,Lee County Courthouse,215 South 9th Street,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3793993306401,32.6462229305864
449,825,ExactMatch,Exact,"Beat 2, Box 2",Opelika Learning Center,214 Jeter Ave,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3691574281702,32.6553061629223
450,826,ExactMatch,Exact,"Beat 2, Box 3",Opelika Rec Center,1102 Denson Dr,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3841044325872,32.6583238130425
451,828,KnownAlternateName,Exact,"Beat 2, Box 5",Opelika SportsPlex,1001 Andrews Rd,Opelika,36801,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3529839647647,32.679557688759
452,838,ExactMatch,Approx,Beat 11,Beulah Fire Dept #3,8266 Lee Road 379,Valley,36854,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.1512043680874,32.6992061802287
453,823,ExactMatch,Exact,Beat 1,Beulah High School Gym,4848 Lee Road 270,Valley,36854,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.1871631589746,32.7113125515729
454,829,ExactMatch,Exact,Beat 4,Downton Waverly,1470 Patrick St,Auburn,36879,Lee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5760135811868,32.7352698128132
455,829,ExactMatch,Exact,Beat 4,Downton Waverly,1470 Patrick St,Auburn,36879,Lee,Alabama,AREA NOT INCLUDED, ,-85.5760135811868,32.7352698128132
456,970,ExactMatch,Exact,16,Wadley City Hall,265 Highland Ave,Wadley,36278,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5651045078768,33.1221903765244
457,676,ExactMatch,Approx,3-Apr,Shiloh Town Hall,2487 Main Street,Shiloh,0,DeKalb,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5642045076779,33.1233062567969
458,553,ExactMatch,Approx,1102,Mellow Valley High School 1102,1025 School Rd,Cragford,36255,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7341045593368,33.1845062636394
459,554,ExactMatch,Approx,1101,Mellow Valley High School 1101,1025 School Rd,Cragford,36255,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7341045593368,33.1845062636394
460,971,ExactMatch,Exact,19,Wilson's Store,3948 Co Rd 87,Roanoke,36274,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.316904440868,33.1976241518349
461,964,ExactMatch,Approx,10,Wehadkee,2201 Co Rd 654,Roanoke,36274,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3081044392906,33.2157062860396
462,530,ExactMatch,Exact,1201,Cragford Fre Department 1201,11214 Cragford Rd,Cragford,36255,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6594584317252,33.2546636014084
463,963,ExactMatch,Exact,9,Tin Shop Volunteer Fire Dept,10582 Co Rd 65,Roanoke,36274,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3740085605686,33.2621759635777
464,968,ExactMatch,Approx,14,Midway Life Center,88 Co Rd 811,Wedowee,36278,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4691044881686,33.2700062917415
465,965,ExactMatch,Exact,11,East Randolph Fire Dept,10361 Co Rd 87,Roanoke,36274,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3067039624583,33.2841043907608
466,537,KnownAlternateName,Exact,Dist 1,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
467,538,KnownAlternateName,Exact,Dist 4,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
468,539,KnownAlternateName,Exact,Dist 5,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
469,540,KnownAlternateName,Exact,401,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
470,541,KnownAlternateName,Exact,1301,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
471,542,KnownAlternateName,Exact,2101,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
472,543,KnownAlternateName,Exact,School District,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
473,544,KnownAlternateName,Exact,School District,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
474,545,KnownAlternateName,Exact,School District,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
475,546,KnownAlternateName,Exact,School District,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
476,547,KnownAlternateName,Exact,School District,Clay County Farmers Market,86838 Hwy 9,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7765104370608,33.2916560749581
477,966,ExactMatch,Exact,12,Wedowee City Hall,24 N Main St,Wedowee,36278,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4850044947916,33.3095940596236
478,969,ExactMatch,Approx,15,Mt. Prospect Church,297 CO Rd 38,Lineville,36266,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6067045300492,33.3189062970955
479,967,ExactMatch,Exact,13,New Hope VFD,3518 Co Rd 56,Wedowee,36278,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4222548377376,33.3264456055542
480,961,ExactMatch,Exact,6,Woodland Fire Dept,112 Co Rd 64,Wedowee,36280,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3912414712863,33.372393056531
481,960,ExactMatch,Approx,5,Swagg,1651 Co Rd 121,Wedowee,36278,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5315045118167,33.3804063130269
482,973,ExactMatch,Exact,21,Wesley's Chapel,1476 Co Rd 82,Lineville,36266,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6245769088321,33.3884619612755
483,962,ExactMatch,Exact,7,Bethel East Community Center,19909 Co Rd 87,Woodland,36280,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3176285217203,33.4008701953526
484,972,ExactMatch,Approx,20,Bacon Level,8646 Co Rd 82,Roanoke,36274,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5097045079173,33.4244063232299
485,957,ExactMatch,Exact,2,Cavers Grove @ Morrisons Cross Roads VFD,10192 Co Rd 82,Newell,36280,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5015940056495,33.4253649637371
486,958,ExactMatch,Exact,3,Cedron @ Morrison Cross Rd VFD,10192 Co Rd 82,Newell,36280,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5015940056495,33.4253649637371
487,974,ExactMatch,Exact,22,Pine Hill @ Newell VFD,16011 Co Rd 82,Newell,36280,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4175003021539,33.4358368191078
488,549,ExactMatch,Exact,201,Delta Community Center 0201,33 Delta Church Rd,Delta,36258,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6888151297217,33.4363879990864
489,531,KnownAlternateName,Exact,102.01,Shinbone Volunteer Fire Dept,70819 Hwy 49,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7709045835382,33.4437032975646
490,555,KnownAlternateName,Exact,501.01,Shinbone Volunteer Fire Dept,70819 Highway 49,Lineville,36266,Clay,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7709045835382,33.4437032975646
491,959,ExactMatch,Exact,4,Corinth,1950 Co Rd 233,Heflin,36264,Randolph,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5932760035192,33.4567020569915
492,559,ExactMatch,Exact,2-Mar,Ranburne Fire Dept,21953 Main Street,Ranburne,36273,Cleburne,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3341205733334,33.5307764124755
493,560,KnownAlternateName,Exact,5-Apr,Turkey Heaven Volunteer Dept,13589 Highway 46,Heflin,36264,Cleburne,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4516509892813,33.5738110372383
494,466,ExactMatch,Exact,20-01,Friendship Community Center,2930 Friendship Road,Oxford,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7839045948476,33.5852063471356
495,468,ExactMatch,Approx,22-03,Golden Springs Community Center,3125 Spring Valley Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7821045969143,33.6329063573174
496,450,ExactMatch,Approx,1-Dec,DeArmanville United Methodist,370 Dearmanville Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7632045920445,33.6426063600897
497,558,ExactMatch,Exact,1-Feb,Heflin Recreation Center,1228 Coleman St,Heflin,36264,Cleburne,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5837744408135,33.6432723570239
498,469,ExactMatch,Exact,22-04,The Donoho School,2501 Henry Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7930835811133,33.6525427710612
499,467,ExactMatch,Exact,22-01,1st Presbyterian Church,1701 Henry Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8083046056677,33.6564063613015
500,451,WeakName,Exact,2-Dec,Choccolocco Community Center,220 Iron City Cutoff Road,Anniston,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6973727643004,33.6621063667189
501,1170,ExactMatch,Exact, ,Church of the Island,901 Chaumont Ave.,Dauphin Island,36528,Mobile,Alabama,AE, ,-88.1100050873737,30.2565055439377
502,1169,ExactMatch,Exact, ,St. Michael Catholic Church,15872 Heron Bay Loop Rd. E.,Coden,36523,Mobile,Alabama,AE, ,-88.1305050974903,30.3596055660377
503,1168,ExactMatch,Exact, ,Bayou La Batre Community Center,12745 Padgett Switch Rd,Bayou La Batre,36544,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2441088416954,30.423076806315
504,1166,ExactMatch,Exact, ,First Evangelical Methodist Church,11329 Padgett Switch Rd.,Irvington,36544,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2170051256211,30.4557823243989
505,1167,ExactMatch,Exact, ,Friendship Baptist Church,12581 Saeger Rd.,Grand Bay,36541,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.3402745504506,30.472405584006
506,1164,ExactMatch,Exact, ,Grand Bay Middle School,12800 Cunningham Rd,Grand Bay,36541,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.3461051623739,30.4795055853736
507,1163,KnownAlternateName,Exact, ,St Philip Neri Catholic Church,9101 Dauphin Island Pkwy,Theodore,36582,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.110905098312,30.5032233683184
508,1165,ExactMatch,Exact, ,St. Elmo Elementary School,8666 McDonald Rd,Irvington,36544,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2426051350903,30.5102055955234
509,1161,ExactMatch,Rooftop, ,Hollingers Island Elementary School,2400 Hammock Rd.,Mobile,36605,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0925267650164,30.544196967936
510,1162,ExactMatch,Exact, ,Burroughs Elementary School,6875 Burroughs Lane,Theodore,36582,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1645051151352,30.5481770364397
511,1160,ExactMatch,Exact, ,Magnolia Springs Baptist Church,6058 Theodore Dawes Rd.,Theodore,36582,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1846051210557,30.5562056075407
512,1155,KnownAlternateName,Exact, ,Union Baptist Church,5251 Grand Bay Wilmer Rd.,Grand Bay,36541,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.3437051161943,30.5812988577877
513,1157,ExactMatch,Exact, ,	Tillman's Corner Community Center,5055 Carol Plantation Rd.,Tillman's Corner,36619,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1822051217354,30.5866866943138
514,1156,ExactMatch,Exact, ,	Meadowlake Elementary School,8251 Three Notch Rd.,Tillman's Corner,36619,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2361728467905,30.5892056130818
515,1158,ExactMatch,Exact, ,Cypress Shores Baptist Church,4327 Higgins Rd.,Tillman's Corner,36619,Mobile,Alabama,AE, ,-88.1406887805002,30.5927056170077
516,1159,ExactMatch,Rooftop, ,Our Lady of Lourdes Catholic Church,1621 Boykin Blvd.,Mobile,36605,Mobile,Alabama,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-88.0805943838766,30.5934275591518
517,1153,ExactMatch,Rooftop, ,Burns Middle School,6175 Girby Rd,Mobile,36693,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.183392883398,30.6168440808937
518,1152,ExactMatch,Rooftop, ,Palmer Pillans Middle School,2051 Military Rd.,Mobile,36605,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0855077167766,30.6282233266329
519,1147,ExactMatch,Exact, ,Surge Church,2900 Dawes Rd.,Mobile,36695,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2514051428366,30.6305056216349
520,1154,ExactMatch,Rooftop, ,Dodge Elementary School,2615 Longleaf Dr,Mobile,36698,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.163739558773,30.6353320156015
521,1146,ExactMatch,Exact, ,Clearwater Christian Church,2524 Newman Rd,Mobile,36695,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.3264051639491,30.6385623809091
522,1151,ExactMatch,Rooftop, ,The Grand Hall,3556 Halls Mill Rd.,Mobile,36693,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1229070276098,30.6387499777051
523,1150,ExactMatch,Rooftop, ,Cottage Hill Baptist Church,4255 Cottage Hill Rd,Mobile,36609,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.15507255697,30.6488169688471
524,1149,DirectionPrefixRemoved,Exact, ,Our Savior Catholic Church,1801 S. Cody Rd.,Mobile,36695,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2076051316238,30.6511056276051
525,1148,KnownAlternateName,Exact, ,	Creekwood Church of Christ,1901 Schillinger Rd.,Mobile,36695,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.225002766471,30.6517670771722
526,1144,ExactMatch,Rooftop, ,Eichold Mertz Elementary School,2815 Government Blvd,Mobile,36606,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1079457744196,30.6603144729335
527,1145,ExactMatch,Rooftop, ,Revelation Missionary Baptist Church,1711 Taylor Lane,Mobile,36605,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0793813165015,30.6603392638866
528,1141,ExactMatch,Rooftop, ,Davidson High School,3900 Pleasant Valley Rd.,Mobile,36609,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1465734152213,30.662469772124
529,1140,DirectionSuffixRemoved,Exact, ,Regency Church of Christ,501 University Blvd. S.,Mobile,36609,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1670772709527,30.6635986716905
530,1143,ExactMatch,Rooftop, ,Craighead Elementary School,1100 S. Ann St.,Mobile,36605,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0681737336091,30.6651915653234
531,1139,ExactMatch,Rooftop, ,Abba Shrine Temple,7701 Hitt. Rd,Mobile,36695,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2232259666579,30.6670321505769
532,1138,ExactMatch,Exact, ,Baker High School,8901 Airport Blvd.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2536229853459,30.673132330902
533,1127,DirectionPrefixRemoved,Exact, ,Friendship Missionary Baptist Church,545 N. Cody Rd.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2079051329386,30.6787956336642
534,1142,ExactMatch,Rooftop, ,Leinkauf Elementary School,1410 Monroe St.,Mobile,36604,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0694020645836,30.679460438414
535,1137,ExactMatch,Rooftop, ,Three Circle Church Midtown,150 S. Sage Ave,Mobile,36606,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1151708174054,30.6824301875449
536,1134,ExactMatch,Rooftop, ,VIA! Senior Center,1717 Dauphin St,Mobile,36604,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0789540675336,30.6862315295823
537,1136,ExactMatch,Exact, ,Gracepointe Mobile,6819 Old Shell Rd.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1999457112794,30.6910317266101
538,1131,ExactMatch,Rooftop, ,Phillips Preparatory School,3255 Old Shell Rd,Mobile,36607,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1195271992568,30.6968878905703
539,1130,ExactMatch,Rooftop, ,St. Paul's Episcopal Church,4051 Old Shell Rd.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1387838046406,30.6979273901573
540,1125,ExactMatch,Rooftop, ,Thomas Sullivan Community Center,351 N. Catherine St,Mobile,36603,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.072964996509,30.7005252029167
541,1129,ExactMatch,Rooftop, ,Mobile Museum of Art,4850 Museum Dr.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1547216093533,30.7045630610811
542,1132,ExactMatch,Rooftop, ,Mobile Community Action Inc.,461 Donald St.,Mobile,36617,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0830968395005,30.7046088434753
543,1123,ExactMatch,Rooftop, ,Holloway Elementary School,625 Stanton Rd.,Mobile,36617,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.097806313813,30.7098559541363
544,1124,ExactMatch,Rooftop, ,Michael A. Figures Community Center,658 Donald St.,Mobile,36617,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.0860265206607,30.7124137150892
545,1126,ExactMatch,Rooftop, ,Boys and Girls Club of Mobile,712 Rice St,Mobile,36607,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1114018977244,30.7130412243819
546,1128,ExactMatch,Rooftop, ,St. John United Methodist Church,6215 Overlook Rd.,Mobile,36618,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.1879400091902,30.7187384730793
547,1119,ExactMatch,Rooftop, ,Forest Hill Elementary School,4501 Moffett Rd,Mobile,36618,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.145634997476,30.71892158453
548,1116,ExactMatch,Exact, ,Tanner Williams Assembly of God,14440 Tanner Williams Rd,Wilmer,36587,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.386423404275,30.722024117168
549,1133,ExactMatch,Approx, ,Collier Elementary School,601 Snow Rd. N.,Mobile,36608,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2762051538242,30.7230056410672
550,1118,ExactMatch,Rooftop, ,Independent Living Center,6750 Howells Ferry Rd.,Mobile,36618,Mobile,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-88.2000097127615,30.7238330037922
